denylist_tier,openalex_id,s2_id,arxiv_id,doi,title,year,venue,domain,sources
1hop_referenced,https://openalex.org/W2109779438,,,https://doi.org/10.1184/r1/6610403,The Cascade-Correlation learning architecture,2018,Research Showcase @ Carnegie Mellon University (Carnegie Mellon University),,
1hop_referenced,https://openalex.org/W2111935653,,,https://doi.org/10.1162/106365602320169811,Evolving Neural Networks through Augmenting Topologies,2002,Evolutionary Computation,,
1hop_referenced,https://openalex.org/W2124290836,,,https://doi.org/10.1109/5.784219,Evolving artificial neural networks,1999,Proceedings of the IEEE,,
1hop_referenced,https://openalex.org/W2131241448,,,https://doi.org/10.48550/arxiv.1206.2944,Practical Bayesian Optimization of Machine Learning Algorithms,2012,arXiv (Cornell University),,
1hop_referenced,https://openalex.org/W2132174753,,,https://doi.org/10.1016/s0004-3702(83)80005-8,Eurisko: A program that learns new heuristics and domain concepts,1983,Artificial Intelligence,,
1hop_referenced,https://openalex.org/W2138784882,,,https://doi.org/10.1109/72.265960,An evolutionary algorithm that constructs recurrent neural networks,1994,IEEE Transactions on Neural Networks,,
1hop_referenced,https://openalex.org/W2166348281,,,https://doi.org/10.1109/tevc.2002.800880,Parallelism and evolutionary algorithms,2002,IEEE Transactions on Evolutionary Computation,,
1hop_referenced,https://openalex.org/W2194321275,,,https://doi.org/10.1126/science.aab3050,Human-level concept learning through probabilistic program induction,2015,Science,,
1hop_referenced,https://openalex.org/W2242818861,,,https://doi.org/10.48550/arxiv.1308.3432,Estimating or Propagating Gradients Through Stochastic Neurons for Conditional Computation,2013,arXiv (Cornell University),,
1hop_referenced,https://openalex.org/W2257979135,,,https://doi.org/10.1038/nature16961,Mastering the game of Go with deep neural networks and tree search,2016,Nature,,
1hop_referenced,https://openalex.org/W2335728318,,,https://doi.org/10.57702/e7wwo0zk,Reading digits in natural images with unsupervised feature learning,2024,,,
1hop_referenced,https://openalex.org/W2344075909,,,https://doi.org/10.48550/arxiv.1604.07269,CMA-ES for Hyperparameter Optimization of Deep Neural Networks,2016,arXiv (Cornell University),,
1hop_referenced,https://openalex.org/W2550100435,,,https://doi.org/10.48550/arxiv.1611.01989,DeepCoder: Learning to Write Programs,2016,arXiv (Cornell University),,
1hop_referenced,https://openalex.org/W2555113260,,,https://doi.org/10.1109/ijcnn.2016.7727815,The evolution of a generalized neural learning rule,2016,,,
1hop_referenced,https://openalex.org/W2556833785,,,https://doi.org/10.48550/arxiv.1611.02167,Designing Neural Network Architectures using Reinforcement Learning,2016,arXiv (Cornell University),,
1hop_referenced,https://openalex.org/W2561193401,,,https://doi.org/10.48550/arxiv.1611.04831,The Power of Normalization: Faster Evasion of Saddle Points,2016,arXiv (Cornell University),,
1hop_referenced,https://openalex.org/W2587014634,,,,Towards Automatically-Tuned Neural Networks,2016,International Conference on Machine Learning,,
1hop_referenced,https://openalex.org/W2593744649,,,https://doi.org/10.1016/b978-0-12-815480-9.00015-3,Evolving Deep Neural Networks,2018,Elsevier eBooks,,
1hop_referenced,https://openalex.org/W2606006859,,,https://doi.org/10.1145/3071178.3071229,A genetic programming approach to designing convolutional neural network architectures,2017,Proceedings of the Genetic and Evolutionary Computation Conference,,
1hop_referenced,https://openalex.org/W2619307294,,,https://doi.org/10.48550/arxiv.1709.07417,Neural Optimizer Search with Reinforcement Learning,2017,arXiv (Cornell University),,
1hop_referenced,https://openalex.org/W2741430497,,,https://doi.org/10.48550/arxiv.1707.08819,A Downsampled Variant of ImageNet as an Alternative to the CIFAR datasets,2017,arXiv (Cornell University),,
1hop_referenced,https://openalex.org/W2750384547,,,https://doi.org/10.48550/arxiv.1708.07747,Fashion-MNIST: a Novel Image Dataset for Benchmarking Machine Learning Algorithms,2017,arXiv (Cornell University),,
1hop_referenced,https://openalex.org/W2753160622,,,,Optimization as a Model for Few-Shot Learning,2017,International Conference on Learning Representations,,
1hop_referenced,https://openalex.org/W2766447205,,,https://doi.org/10.1038/nature24270,Mastering the game of Go without human knowledge,2017,Nature,,
1hop_referenced,https://openalex.org/W2770298516,,,,,,,,
1hop_referenced,https://openalex.org/W2796265726,,,https://doi.org/10.1109/cvpr.2018.00257,Practical Block-Wise Neural Network Architecture Generation,2018,,,
1hop_referenced,https://openalex.org/W2804047946,,,https://doi.org/10.48550/arxiv.1805.09501,AutoAugment: Learning Augmentation Policies from Data,2018,arXiv (Cornell University),,
1hop_referenced,https://openalex.org/W2883188678,,,https://doi.org/10.48550/arxiv.1807.06906,Towards Automated Deep Learning: Efficient Joint Neural Architecture and Hyperparameter Search,2018,arXiv (Cornell University),,
1hop_referenced,https://openalex.org/W2891991579,,,https://doi.org/10.48550/arxiv.1807.02322,Memory Augmented Policy Optimization for Program Synthesis and Semantic Parsing,2018,arXiv (Cornell University),,
1hop_referenced,https://openalex.org/W2899457449,,,,Taking Human out of Learning Applications: A Survey on Automated Machine Learning,2018,arXiv (Cornell University),,
1hop_referenced,https://openalex.org/W2902251695,,,https://doi.org/10.48550/arxiv.1812.00332,ProxylessNAS: Direct Neural Architecture Search on Target Task and Hardware,2018,arXiv (Cornell University),,
1hop_referenced,https://openalex.org/W2906697496,,,https://doi.org/10.1038/s42256-018-0006-z,Designing neural networks through neuroevolution,2018,Nature Machine Intelligence,,
1hop_referenced,https://openalex.org/W2908460759,,,https://doi.org/10.48550/arxiv.1901.01753,Paired Open-Ended Trailblazer (POET): Endlessly Generating Increasingly Complex and Diverse Learning Environments and Their Solutions,2019,arXiv (Cornell University),,
1hop_referenced,https://openalex.org/W2917028965,,,https://doi.org/10.48550/arxiv.1902.07638,Random Search and Reproducibility for Neural Architecture Search,2019,arXiv (Cornell University),,
1hop_referenced,https://openalex.org/W2930296751,,,https://doi.org/10.48550/arxiv.1904.04123,"ASAP: Architecture Search, Anneal and Prune",2019,arXiv (Cornell University),,
1hop_referenced,https://openalex.org/W2936599103,,,https://doi.org/10.1109/cvpr.2019.00720,NAS-FPN: Learning Scalable Feature Pyramid Architecture for Object Detection,2019,,,
1hop_referenced,https://openalex.org/W2936774411,,,https://doi.org/10.21437/interspeech.2019-2680,SpecAugment: A Simple Data Augmentation Method for Automatic Speech Recognition,2019,,,
1hop_referenced,https://openalex.org/W2946547492,,,https://doi.org/10.1007/978-3-030-05318-5_3,Neural Architecture Search,2019,The Springer series on challenges in machine learning,,
1hop_referenced,https://openalex.org/W2949264490,,,,,,,,
1hop_referenced,https://openalex.org/W2950632879,,,https://doi.org/10.48550/arxiv.1611.00020,Neural Symbolic Machines: Learning Semantic Parsers on Freebase with Weak Supervision,2016,arXiv (Cornell University),,
1hop_referenced,https://openalex.org/W2951634833,,,,,,,,
1hop_referenced,https://openalex.org/W2951766328,,,,,,,,
1hop_referenced,https://openalex.org/W2962688617,,,,Towards Synthesizing Complex Programs From Input-Output Examples,2018,International Conference on Learning Representations,,
1hop_referenced,https://openalex.org/W2962972936,,,,,,,,
1hop_referenced,https://openalex.org/W2963136578,,,https://doi.org/10.1109/cvpr.2019.00017,Auto-DeepLab: Hierarchical Neural Architecture Search for Semantic Image Segmentation,2019,,,
1hop_referenced,https://openalex.org/W2963154787,,,,Meta-Learning Update Rules for Unsupervised Representation Learning,2018,International Conference on Learning Representations,,
1hop_referenced,https://openalex.org/W2963374479,,,,Neural Architecture Search with Reinforcement Learning,2016,arXiv (Cornell University),,
1hop_referenced,https://openalex.org/W2963773324,,,,,,,,
1hop_referenced,https://openalex.org/W2963775850,,,,,,,,
1hop_referenced,https://openalex.org/W2963815651,,,,Hyperband: a novel bandit-based approach to hyperparameter optimization,2017,Journal of Machine Learning Research,,
1hop_referenced,https://openalex.org/W2963918968,,,,,,,,
1hop_referenced,https://openalex.org/W2963929497,,,,,,,,
1hop_referenced,https://openalex.org/W2963946985,,,https://doi.org/10.1109/tevc.2019.2916183,Evolving Deep Convolutional Neural Networks for Image Classification,2019,IEEE Transactions on Evolutionary Computation,,
1hop_referenced,https://openalex.org/W2964081807,,,,,,,,
1hop_referenced,https://openalex.org/W2964331719,,,,,,,,
1hop_referenced,https://openalex.org/W2970866842,,,,,,,,
1hop_referenced,https://openalex.org/W2971001037,,,https://doi.org/10.48550/arxiv.1909.13404,Towards modular and programmable architecture search,2019,arXiv (Cornell University),,
1hop_referenced,https://openalex.org/W2981985696,,,https://doi.org/10.1109/iccv.2019.00137,Exploring Randomly Wired Neural Networks for Image Recognition,2019,,,
1hop_referenced,https://openalex.org/W2994821360,,,,Multiplicative Interactions and Where to Find Them,2020,International Conference on Learning Representations,,
1hop_referenced,https://openalex.org/W2995196103,,,https://doi.org/10.48550/arxiv.2003.05325,Meta-learning curiosity algorithms,2020,arXiv (Cornell University),,
1hop_referenced,https://openalex.org/W3035682985,,,,,,,,
1hop_referenced,https://openalex.org/W3118608800,,,https://doi.org/10.57702/zp44cu3g,Learning Multiple Layers of Features from Tiny Images,2024,,,
1hop_referenced,https://openalex.org/W3148481862,,,,Optimal Ordered Problem Solver,2004,,,
1hop_referenced,https://openalex.org/W1667072054,,,,Comparison of learning algorithms for handwritten digit recognition,1995,,,
1hop_referenced,https://openalex.org/W1965354561,,,https://doi.org/10.1007/s00214-011-1079-5,Chemical accuracy in ab initio thermochemistry and spectroscopy: current strategies and future challenges,2012,Theoretical Chemistry Accounts,,
1hop_referenced,https://openalex.org/W1975997599,,,https://doi.org/10.1063/1.3553717,Atom-centered symmetry functions for constructing high-dimensional neural network potentials,2011,The Journal of Chemical Physics,,
1hop_referenced,https://openalex.org/W1985748743,,,https://doi.org/10.1021/ci500319f,Structural Protein–Ligand Interaction Fingerprints (SPLIF) for Structure-Based Virtual Screening: Method and Benchmark Study,2014,Journal of Chemical Information and Modeling,,
1hop_referenced,https://openalex.org/W1988195734,,,https://doi.org/10.1021/ci034160g,Random Forest:  A Classification and Regression Tool for Compound Classification and QSAR Modeling,2003,Journal of Chemical Information and Computer Sciences,,
1hop_referenced,https://openalex.org/W1993046136,,,https://doi.org/10.1021/jm048957q,The PDBbind Database:  Methodologies and Updates,2005,Journal of Medicinal Chemistry,,
1hop_referenced,https://openalex.org/W1993285168,,,https://doi.org/10.1021/ci2003889,NNScore 2.0: A Neural-Network Receptor–Ligand Scoring Function,2011,Journal of Chemical Information and Modeling,,
1hop_referenced,https://openalex.org/W2025444507,,,https://doi.org/10.1103/physrevlett.98.146401,Generalized Neural-Network Representation of High-Dimensional Potential-Energy Surfaces,2007,Physical Review Letters,,
1hop_referenced,https://openalex.org/W2030528974,,,https://doi.org/10.1186/1471-2105-12-25,Systematic error detection in experimental high-throughput screening,2011,BMC Bioinformatics,,
1hop_referenced,https://openalex.org/W2050266522,,,https://doi.org/10.1002/jcc.540100709,Calculations of a list of neighbors in Molecular Dynamics simulations,1989,Journal of Computational Chemistry,,
1hop_referenced,https://openalex.org/W2060531713,,,https://doi.org/10.1021/jm9602928,The Properties of Known Drugs. 1. Molecular Frameworks,1996,Journal of Medicinal Chemistry,,
1hop_referenced,https://openalex.org/W2092285329,,,https://doi.org/10.1021/jm030580l,The PDBbind Database:  Collection of Binding Affinities for Protein−Ligand Complexes with Known Three-Dimensional Structures,2004,Journal of Medicinal Chemistry,,
1hop_referenced,https://openalex.org/W2114162221,,,https://doi.org/10.1093/bioinformatics/btu626,PDB-wide collection of binding data: current status of the PDBbind database,2014,Bioinformatics,,
1hop_referenced,https://openalex.org/W2128332459,,,https://doi.org/10.1023/a:1016357811882,Further development and validation of empirical scoring functions for structure-based binding affinity prediction,2002,Journal of Computer-Aided Molecular Design,,
1hop_referenced,https://openalex.org/W2154670681,,,https://doi.org/10.1021/ja512751q,Accurate and Reliable Prediction of Relative Ligand Binding Potency in Prospective Drug Discovery by Way of a Modern Free-Energy Calculation Protocol and Force Field,2015,Journal of the American Chemical Society,,
1hop_referenced,https://openalex.org/W2214665483,,,https://doi.org/10.48550/arxiv.1510.02855,AtomNet: A Deep Convolutional Neural Network for Bioactivity Prediction in Structure-based Drug Discovery,2015,arXiv (Cornell University),,
1hop_referenced,https://openalex.org/W2949858440,,,https://doi.org/10.48550/arxiv.1703.00564,MoleculeNet: A Benchmark for Molecular Machine Learning,2017,arXiv (Cornell University),,
1hop_referenced,https://openalex.org/W2950774882,,,https://doi.org/10.48550/arxiv.1611.03199,Low Data Drug Discovery with One-shot Learning,2016,arXiv (Cornell University),,
1hop_referenced,https://openalex.org/W3102449990,,,https://doi.org/10.3929/ethz-b-000071765,Machine learning of molecular electronic properties in chemical compound space,2013,MPG.PuRe (Max Planck Society),,
1hop_referenced,https://openalex.org/W3104705366,,,,,,,,
1hop_referenced,https://openalex.org/W967544008,,,https://doi.org/10.48550/arxiv.1506.03365,LSUN: Construction of a Large-scale Image Dataset using Deep Learning with Humans in the Loop,2015,arXiv (Cornell University),,
1hop_referenced,https://openalex.org/W1583912456,,,https://doi.org/10.48550/arxiv.1410.8516,NICE: Non-linear Independent Components Estimation,2014,arXiv (Cornell University),,
